artist_id,artist_name,bio,portrait_url,nationality,birth_year,death_year,movement,notable_works,wiki_url
paul-klee,Paul Klee,"Paul Klee was a Swiss-born German artist. His highly individual style was influenced by movements in art that included expressionism, cubism, and surrealism.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Paul_Klee_by_Hugo_Erfurth%2C_1922.jpg/330px-Paul_Klee_by_Hugo_Erfurth%2C_1922.jpg,Switzerland,1879,1940,Expressionism|Surrealism,Twittering Machine|Castle and Sun|Senecio,https://en.wikipedia.org/wiki/Paul_Klee
amedeo-modigliani,Amedeo Modigliani,"Amedeo Clemente Modigliani was an Italian painter and sculptor of the École de Paris who worked mainly in France. He is known for portraits and nudes in a modern style characterised by a surreal elongation of faces, necks, and figures — works that were not received well during his lifetime, but later became much sought after. Modigliani was born and spent his youth in Italy, where he studied the art of antiquity and the Renaissance. In 1906, he moved to Paris, where he came into contact with such artists as Pablo Picasso and Constantin Brâncuși. By 1912, Modigliani was exhibiting highly stylised sculptures with Cubists of the Section d'Or group at the Salon d'Automne.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Amedeo_Modigliani_in_his_studio.jpg/330px-Amedeo_Modigliani_in_his_studio.jpg,Italy,1884,1920,Expressionism|School of Paris,Nu couche|Portrait of Jeanne Hebuterne|Reclining Nude,https://en.wikipedia.org/wiki/Amedeo_Modigliani
albrecht-durer,Albrecht Durer,"Albrecht Dürer, sometimes spelled in English as Durer or Duerer, was a German painter, printmaker, and theorist of the German Renaissance. Born in Nuremberg, Dürer established his reputation and influence across Europe in his twenties due to his high-quality woodcut prints. He was in contact with the major Italian artists of his time, including Raphael, Giovanni Bellini and Leonardo da Vinci, and from 1512 was patronized by Emperor Maximilian I.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/D%C3%BCrer_Alte_Pinakothek.jpg/330px-D%C3%BCrer_Alte_Pinakothek.jpg,Germany,1471,1528,Northern Renaissance,"Melencolia I|Knight, Death and the Devil|Self-Portrait (1500)",https://en.wikipedia.org/wiki/Albrecht_D%C3%BCrer
peter-paul-rubens,Peter Paul Rubens,"Sir Peter Paul Rubens was a Flemish artist and diplomat. He is considered the most influential artist of the Flemish Baroque tradition. Rubens's highly charged compositions reference erudite aspects of classical and Christian history. His unique and immensely popular Baroque style emphasised movement, colour, and sensuality, which followed the immediate, dramatic artistic style promoted in the Counter-Reformation. Rubens was a painter producing altarpieces, portraits, landscapes, and history paintings of mythological and allegorical subjects. He was also a prolific designer of cartoons for the Flemish tapestry workshops and of frontispieces for the publishers in Antwerp.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Peter_Paul_Rubens_-_Self-portrait_-_RH.S.180_-_Rubenshuis_%28after_restoration%29.jpg/330px-Peter_Paul_Rubens_-_Self-portrait_-_RH.S.180_-_Rubenshuis_%28after_restoration%29.jpg,Belgium,1577,1640,Baroque,The Descent from the Cross|The Garden of Love|The Three Graces,https://en.wikipedia.org/wiki/Peter_Paul_Rubens
amrita-sher-gil,Amrita Sher-Gil,"Amrita Sher-Gil was a Hungarian–Indian painter. She has been called ""one of the greatest avant-garde women artists of the early 20th century"" and a pioneer in modern Indian art. Drawn to painting from an early age, Sher-Gil started formal lessons at the age of eight. She first gained recognition at the age of 19, for her 1932 oil painting Young Girls. Sher-Gil depicted everyday life of the people in her paintings.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Amrita_Sher-Gil_2.jpg/330px-Amrita_Sher-Gil_2.jpg,India,1913,1941,Modernism|Post-Impressionism,Three Girls|Bride's Toilet|Self-Portrait as Tahitian,https://en.wikipedia.org/wiki/Amrita_Sher-Gil
raja-ravi-varma,Raja Ravi Varma,"Raja Ravi Varma was an Indian painter. His works are one of the best examples of the fusion of European academic art with a purely Indian sensibility and iconography. He greatly enhanced his reach and influence as a painter and public figure by making affordable lithographs of his paintings available to the public. His lithographs increased the involvement of common people with fine arts and defined artistic tastes. Furthermore, his religious depictions of Hindu deities and works from Indian epic poetry and Puranas have received critical acclaim. He was part of the royal family of Parappanad, Malappuram district.",https://upload.wikimedia.org/wikipedia/commons/6/6d/Ravivarma1b.jpg,India,1848,1906,Academic Art|Indian Modernism,Shakuntala|Damayanti Talking to a Swan|Jatayu Vadham,https://en.wikipedia.org/wiki/Raja_Ravi_Varma
tarsila-do-amaral,Tarsila do Amaral,"Tarsila de Aguiar do Amaral was a Brazilian painter, draftswoman, and translator. She is considered one of the leading Latin American modernist artists, and is regarded as the painter who best achieved Brazilian aspirations for nationalistic expression in a modern style. As a member of the Grupo dos Cinco, Tarsila is also considered a major influence in the modern art movement in Brazil, alongside Anita Malfatti, Menotti Del Picchia, Mário de Andrade, and Oswald de Andrade. She was instrumental in the formation of the aesthetic movement, Antropofagia (1928–1929); in fact, Tarsila was the one with her celebrated painting, Abaporu, who inspired Oswald de Andrade's famous Manifesto Antropófago.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Tarsila_do_Amaral%2C_ca._1925.jpg/330px-Tarsila_do_Amaral%2C_ca._1925.jpg,Brazil,1886,1973,Modernism|Anthropophagic Movement,Abaporu|A Negra|Antropofagia,https://en.wikipedia.org/wiki/Tarsila_do_Amaral
fernando-botero,Fernando Botero,"Fernando Botero Angulo was a Colombian figurative artist and sculptor. His signature style, also known as ""Boterismo"", depicts people and figures in large, exaggerated volume, which can represent political criticism or humor, depending on the piece. He was considered the most recognized and quoted artist from Latin America in his lifetime, and his art can be found in highly visible places around the world, such as Park Avenue in New York City and the Champs-Élysées in Paris, at different times.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Fernando_Botero_%282018%29.jpg/330px-Fernando_Botero_%282018%29.jpg,Colombia,1932,2023,Boterismo|Figurative Art,"Mona Lisa, Age Twelve|The Death of Pablo Escobar|Dancers at the Bar",https://en.wikipedia.org/wiki/Fernando_Botero
wifredo-lam,Wifredo Lam,"Wifredo Óscar de la Concepción Lam y Castilla, better known as Wifredo Lam, was a Cuban artist who sought to portray and revive the enduring Afro-Cuban spirit and culture. Inspired by and in contact with some of the most renowned artists of the 20th century, including Pablo Picasso, Henri Matisse, Frida Kahlo and Diego Rivera, Lam melded his influences and created a unique style, which was ultimately characterized by the prominence of hybrid figures. This distinctive visual style of his also influenced many artists. Though he was predominantly a painter, he also worked with sculpture, ceramics and printmaking in his later life.",https://upload.wikimedia.org/wikipedia/commons/f/f0/Wilfredo_Lam.jpg,Cuba,1902,1982,Cubism|Surrealism,The Jungle|The Eternal Presence|The Wedding,https://en.wikipedia.org/wiki/Wifredo_Lam
el-anatsui,El Anatsui,"El Anatsui is a Ghanaian sculptor active for much of his career in Nigeria. He has drawn particular international attention for his ""bottle-top installations"". These installations consist of thousands of aluminum pieces sourced from alcohol recycling stations and sewn together with copper wire, which are then transformed into metallic cloth-like wall sculptures. Such materials, while seemingly stiff and sturdy, are actually free and flexible, which often helps with manipulation when installing his sculptures.",,Ghana,1944,,Contemporary Art,Earth's Skin|Bleeding Takari II|Dusasa I,https://en.wikipedia.org/wiki/El_Anatsui
wangechi-mutu,Wangechi Mutu,"Wangechi Mutu is a Kenyan American visual artist, known primarily for her painting, sculpture, film, and performance work. Born in Kenya, Mutu now splits her time between her studio there in Nairobi and her studio in Brooklyn, New York, where she has lived and worked for over 20 years. Mutu's work has directed the female body as subject through collage painting, immersive installation, and live and video performance while exploring questions of self-image, gender constructs, cultural trauma, and environmental destruction and notions of beauty and power.",,Kenya,1972,,Contemporary Art|Afrofuturism,"Histology of the Different Classes of Uterine Tumors|The End of eating Everything|The NewOnes, will free us",https://en.wikipedia.org/wiki/Wangechi_Mutu
shirin-neshat,Shirin Neshat,"Shirin Neshat is an Iranian photographer and visual artist who lives in New York City, known primarily for her work in film, video and photography. Her artwork centers on the contrasts between Islam and the West, femininity and masculinity, public life and private life, antiquity and modernity, and bridging the spaces between these subjects.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Viennale_talk_%282%29%2C_Shirin_Neshat.jpg/330px-Viennale_talk_%282%29%2C_Shirin_Neshat.jpg,Iran,1957,,Contemporary Art|Conceptual Art,Women of Allah|Turbulent|Women Without Men,https://en.wikipedia.org/wiki/Shirin_Neshat
zao-wou-ki,Zao Wou-Ki,"Zao Wou-Ki was a Chinese-French painter. He was a member of the Académie des Beaux-Arts in Paris. Zao Wou-Ki graduated from the China Academy of Art in Hangzhou, where he studied under French-trained Fang Ganmin and Wu Dayu.",https://upload.wikimedia.org/wikipedia/en/c/c7/Zaowouki12345.jpg,China,1920,2013,Lyrical Abstraction|Art Informel,29.01.64|Hommage a Claude Monet|Wind,https://en.wikipedia.org/wiki/Zao_Wou-Ki
ai-weiwei,Ai Weiwei,"Ai Weiwei is a Chinese contemporary artist, documentarian, and activist. Ai grew up in the far northwest of China, where he lived under harsh conditions due to his father's exile. As an activist, he has been openly critical of the Chinese government and its stance on democracy and human rights. He investigated government corruption and cover-ups, in particular the Sichuan schools corruption scandal following the collapse of ""tofu-dreg schools"" in the 2008 Sichuan earthquake. In April 2011, Ai Weiwei was arrested at Beijing Capital International Airport for ""economic crimes"", and detained for 81 days without charge. Ai Weiwei emerged as a figure in Chinese cultural development, an architect of Chinese modernism, and a prominent political commentator.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Aj_Wej-wej_I_%282017%29.jpg/330px-Aj_Wej-wej_I_%282017%29.jpg,China,1957,,Contemporary Art|Conceptual Art,Sunflower Seeds|Dropping a Han Dynasty Urn|Remembering,https://en.wikipedia.org/wiki/Ai_Weiwei
hilma-af-klint,Hilma af Klint,"Hilma af Klint was a Swedish artist and mystic whose paintings are considered to be among the first major abstract works in Western art history. A considerable body of her work predates the first purely abstract compositions by Kandinsky, Malevich, and Mondrian. She belonged to a group called ""The Five"", a circle of women inspired by Theosophy who shared a belief in the importance of trying to contact the ""High Masters"", often through séances. Her paintings, which sometimes resemble diagrams, were a visual representation of complex spiritual ideas.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Hilma_af_Klint%2C_portrait_photograph_published_in_1901.jpg/330px-Hilma_af_Klint%2C_portrait_photograph_published_in_1901.jpg,Sweden,1862,1944,Abstract Art,The Ten Largest|The Swan|Altarpiece No. 1,https://en.wikipedia.org/wiki/Hilma_af_Klint
tamara-de-lempicka,Tamara de Lempicka,"Tamara Łempicka, known outside Poland as Tamara de Lempicka, was a Polish painter who spent her working life in France and the United States. She is best known for her polished Art Deco portraits of aristocrats and the wealthy, and for her highly stylized paintings of nudes.",https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Tamara_de_Lempicka%2C_Autoportrait_%28Tamara_in_a_Green_Bugatti%29.jpeg/330px-Tamara_de_Lempicka%2C_Autoportrait_%28Tamara_in_a_Green_Bugatti%29.jpeg,Poland,1898,1980,Art Deco,Self-Portrait in a Green Bugatti|Young Lady with Gloves|Adam and Eve,https://en.wikipedia.org/wiki/Tamara_de_Lempicka
xu-beihong,Xu Beihong,"Xu Beihong, also known as Ju Péon, was a Chinese painter.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/XuBeihong.jpg/330px-XuBeihong.jpg,China,1895,1953,Modern Chinese Painting,Galloping Horse|Tian Heng and His Five Hundred Followers|Foolish Old Man Removes the Mountains,https://en.wikipedia.org/wiki/Xu_Beihong
ibrahim-el-salahi,Ibrahim El-Salahi,"Ibrahim El-Salahi is a Sudanese painter, former public servant and diplomat. He is one of the foremost visual artists of the Khartoum School, considered part of African Modernism and the pan-Arabic Hurufiyya art movement, that combined traditional forms of Islamic calligraphy with contemporary artworks. On the occasion of the Tate Modern gallery's first retrospective exhibition of a contemporary artist from Africa in 2013, El-Salahi's work was characterized as ""a new Sudanese visual vocabulary, which arose from his own pioneering integration of Islamic, African, Arab and Western artistic traditions.""",,Sudan,1930,,Sudanese Modernism|African Modernism,The Tree|The Last Sound|Reborn Sounds of Childhood Dreams,https://en.wikipedia.org/wiki/Ibrahim_El-Salahi
jan-van-eyck,Jan van Eyck,"Jan van Eyck was a Flemish painter active in Bruges who was one of the early innovators of what became known as Early Netherlandish painting, and one of the supreme figures of the Early Northern Renaissance. Such was his legacy, that he has been called “the inventor of oil-painting” by Vasari, Ernst Gombrich, and others, although this claim is now considered an oversimplification.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Portrait_of_a_Man_by_Jan_van_Eyck-small.jpg/330px-Portrait_of_a_Man_by_Jan_van_Eyck-small.jpg,Belgium,1390,1441,Early Netherlandish painting,The Arnolfini Portrait|Ghent Altarpiece|Madonna of Chancellor Rolin,https://en.wikipedia.org/wiki/Jan_van_Eyck
rogier-van-der-weyden,Rogier van der Weyden,"Rogier van der Weyden, initially known as Roger de la Pasture, was an early Netherlandish painter whose surviving works consist mainly of religious triptychs, altarpieces, and commissioned single and diptych portraits. He was highly successful in his lifetime; his paintings were exported to Italy and Spain, and he received commissions from, amongst others, Philip the Good, Netherlandish nobility, and foreign aristocrats. By the latter half of the 15th century, he had eclipsed Jan van Eyck in popularity. However his fame lasted only until the 17th century, and largely due to changing taste, he was almost totally forgotten by the mid-18th century. His reputation was slowly rebuilt during the 200 years that followed; today he is known, with Robert Campin and van Eyck, as the third of the three great Early Netherlandish artists, and widely as the most influential Northern painter of the 15th century.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Rogier_Lamp_%28cropped%29.jpg/330px-Rogier_Lamp_%28cropped%29.jpg,Belgium,1399,1464,Early Netherlandish painting,The Descent from the Cross|St Luke Drawing the Virgin|Miraflores Altarpiece,https://en.wikipedia.org/wiki/Rogier_van_der_Weyden
hieronymus-bosch,Hieronymus Bosch,"Hieronymus Bosch was a Dutch painter from Brabant. He is one of the most notable representatives of the Early Netherlandish painting school. His work, generally oil on oak wood, mainly contains fantastic illustrations of religious concepts and narratives. Within his lifetime, his work was collected in the Netherlands, Austria, and Spain, and widely copied, especially his macabre and nightmarish depictions of hell.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Jheronimus_Bosch_%28cropped%29.jpg/330px-Jheronimus_Bosch_%28cropped%29.jpg,Netherlands,1450,1516,Northern Renaissance,The Garden of Earthly Delights|The Last Judgment|The Haywain Triptych,https://en.wikipedia.org/wiki/Hieronymus_Bosch
pieter-bruegel-the-elder,Pieter Bruegel the Elder,"Pieter Bruegel the Elder was among the most significant artists of Dutch and Flemish Renaissance painting, a painter and printmaker, known for his landscapes and peasant scenes ; he was a pioneer in presenting both types of subject as large paintings.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Pieter_Bruegel_the_Elder_-_The_Painter_and_the_Buyer%2C_ca._1566_-_Google_Art_Project.jpg/330px-Pieter_Bruegel_the_Elder_-_The_Painter_and_the_Buyer%2C_ca._1566_-_Google_Art_Project.jpg,Belgium,1525,1569,Northern Renaissance,Hunters in the Snow|The Peasant Wedding|The Tower of Babel,https://en.wikipedia.org/wiki/Pieter_Bruegel_the_Elder
hans-holbein-the-younger,Hans Holbein the Younger,"Hans Holbein the Younger was a German painter and printmaker of Swiss descent who worked in a Northern Renaissance style, and is considered one of the greatest portraitists of the 16th century. He also produced religious art, satire, and Reformation propaganda, and he made a significant contribution to the history of book design. He is called ""the Younger"" to distinguish him from his father Hans Holbein the Elder, an accomplished painter of the Late Gothic school.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Hans_Holbein_the_Younger%2C_self-portrait.jpg/330px-Hans_Holbein_the_Younger%2C_self-portrait.jpg,Germany,1497,1543,Northern Renaissance,The Ambassadors|Portrait of Henry VIII|Dead Christ in the Tomb,https://en.wikipedia.org/wiki/Hans_Holbein_the_Younger
lucas-cranach-the-elder,Lucas Cranach the Elder,"Lucas Cranach the Elder was a German Renaissance painter and printmaker in woodcut and engraving. He was court painter to the Electors of Saxony for most of his career, and is known for his portraits, both of German princes and leaders of the Protestant Reformation, whose cause he embraced with enthusiasm. He was a close friend of Martin Luther, and eleven portraits of that reformer by him survive. Cranach also painted religious subjects, first in the Catholic tradition, and later trying to find new ways of conveying Lutheran religious concerns in art. He continued to paint nude subjects from mythology and religion throughout his career.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Lucas_Cranach_d._%C3%84._063.jpg/330px-Lucas_Cranach_d._%C3%84._063.jpg,Germany,1472,1553,German Renaissance,Adam and Eve|The Fountain of Youth|Portrait of Martin Luther,https://en.wikipedia.org/wiki/Lucas_Cranach_the_Elder
matthias-grunewald,Matthias Grunewald,Matthias Grünewald was a German Renaissance painter of religious works who ignored Renaissance classicism to continue the style of late medieval Central European art into the 16th century.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Grunewald_Self_Portrait.jpg/330px-Grunewald_Self_Portrait.jpg,Germany,1470,1528,German Renaissance,Isenheim Altarpiece|The Crucifixion|The Mocking of Christ,https://en.wikipedia.org/wiki/Matthias_Gr%C3%BCnewald
albrecht-altdorfer,Albrecht Altdorfer,"Albrecht Altdorfer was a German painter, engraver and architect of the Renaissance working in Regensburg, Bavaria. Along with Lucas Cranach the Elder and Wolf Huber he is regarded to be the main representative of the Danube School, setting biblical and historical subjects against landscape backgrounds of expressive colours. He is remarkable as one of the first artists to take an interest in landscape as an independent subject. As an artist also making small intricate engravings he is seen to belong to the Nuremberg Little Masters.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Albrecht_Altdorfer_XVII.jpg/330px-Albrecht_Altdorfer_XVII.jpg,Germany,1480,1538,Northern Renaissance,The Battle of Alexander at Issus|Danube Landscape|Saint George in the Forest,https://en.wikipedia.org/wiki/Albrecht_Altdorfer
giotto-di-bondone,Giotto di Bondone,"Giotto di Bondone, known mononymously as Giotto, was an Italian painter and architect from Florence during the Late Middle Ages. He worked during the Gothic and Proto-Renaissance period. Giotto's contemporary, the banker and chronicler Giovanni Villani, wrote that Giotto was ""the most sovereign master of painting in his time, who drew all his figures and their postures according to nature"" and of his publicly recognized ""talent and excellence"". Giorgio Vasari described Giotto as making a decisive break from the prevalent Byzantine style and as initiating ""the great art of painting as we know it today, introducing the technique of drawing accurately from life, which had been neglected for more than two hundred years"".",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Five_Famous_Men_of_the_Florentine_Renaissance%2C_Giotto_%28cropped%29.jpg/330px-Five_Famous_Men_of_the_Florentine_Renaissance%2C_Giotto_%28cropped%29.jpg,Italy,1267,1337,Proto-Renaissance,Scrovegni Chapel Frescoes|Ognissanti Madonna|Lamentation,https://en.wikipedia.org/wiki/Giotto
masaccio,Masaccio,"Masaccio, born Tommaso di Ser Giovanni di Simone, was a Florentine artist who is regarded as the first great Italian painter of the Quattrocento period of the Italian Renaissance. According to Vasari, Masaccio was the best painter of his generation because of his skill at imitating nature, recreating lifelike figures and movements as well as a convincing sense of three-dimensionality. He employed nudes and foreshortenings in his figures. This had seldom been done before him.",https://upload.wikimedia.org/wikipedia/commons/9/96/Masaccio_Self_Portrait.jpg,Italy,1401,1428,Early Renaissance,The Holy Trinity|The Tribute Money|Expulsion from the Garden of Eden,https://en.wikipedia.org/wiki/Masaccio
piero-della-francesca,Piero della Francesca,"Piero della Francesca was an Italian painter, mathematician and geometer of the Early Renaissance, nowadays chiefly appreciated for his art. His painting is characterized by its serene humanism, its use of geometric forms and perspective. His most famous work is the cycle of frescoes The History of the True Cross in the Basilica of San Francesco in the Tuscan town of Arezzo.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Delle_vite_de%27_pi%C3%B9_eccellenti_pittori%2C_scultori%2C_et_architetti_%281648%29_%2814799608033%29.jpg/330px-Delle_vite_de%27_pi%C3%B9_eccellenti_pittori%2C_scultori%2C_et_architetti_%281648%29_%2814799608033%29.jpg,Italy,1415,1492,Early Renaissance,The Baptism of Christ|The Flagellation of Christ|The Resurrection,https://en.wikipedia.org/wiki/Piero_della_Francesca
fra-angelico,Fra Angelico,"Fra Giovanni da Fiesole, known posthumously as Fra Angelico, was a Dominican friar and painter active during the early Florentine Renaissance.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Fra_Angelico_portrait.jpg/330px-Fra_Angelico_portrait.jpg,Italy,1395,1455,Early Renaissance,Annunciation|Coronation of the Virgin|The Last Judgment,https://en.wikipedia.org/wiki/Fra_Angelico
andrea-mantegna,Andrea Mantegna,"Andrea Mantegna was an Italian Renaissance painter, a student of Roman archaeology, and the son-in-law of Jacopo Bellini.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Mantegna_Bronze_Bust_San_Andrea_Mantua.png/330px-Mantegna_Bronze_Bust_San_Andrea_Mantua.png,Italy,1431,1506,Early Renaissance,Lamentation over the Dead Christ|Camera degli Sposi|Saint Sebastian,https://en.wikipedia.org/wiki/Andrea_Mantegna
paolo-uccello,Paolo Uccello,"Paolo Uccello, born Paolo di Dono, was an Italian Renaissance painter and mathematician from Florence who was notable for his pioneering work on visual perspective in art. In his book Lives of the Most Excellent Painters, Sculptors, and Architects, Giorgio Vasari wrote that Uccello was obsessed by his interest in perspective and would stay up all night in his study trying to grasp the exact vanishing point. Uccello used perspective to create a feeling of depth in his paintings. His best known works are the three paintings representing the battle of San Romano, which were wrongly entitled the Battle of Sant'Egidio of 1416 for a long period of time.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Cinq_ma%C3%AEtres_de_la_Renaissance_florentine_-_Uccello_%28Louvre%29.jpg/330px-Cinq_ma%C3%AEtres_de_la_Renaissance_florentine_-_Uccello_%28Louvre%29.jpg,Italy,1397,1475,Early Renaissance,The Battle of San Romano|Saint George and the Dragon|The Flood,https://en.wikipedia.org/wiki/Paolo_Uccello
giovanni-bellini,Giovanni Bellini,"Giovanni Bellini was an Italian Renaissance painter, probably the best known of the Bellini family of Venetian painters. He was raised in the household of Jacopo Bellini, formerly thought to have been his father, but now that familial generational relationship is questioned. An older brother, Gentile Bellini, was more highly regarded than Giovanni during his lifetime, but the reverse is true today. His brother-in-law was Andrea Mantegna.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Giovanni_Bellini_Felt%C3%A9telezett%C3%96narck%C3%A9peKJ.jpg/330px-Giovanni_Bellini_Felt%C3%A9telezett%C3%96narck%C3%A9peKJ.jpg,Italy,1430,1516,Venetian School|Renaissance,San Zaccaria Altarpiece|Feast of the Gods|Madonna and Child,https://en.wikipedia.org/wiki/Giovanni_Bellini
tintoretto,Tintoretto,"Jacopo Robusti, best known as Tintoretto, was an Italian Renaissance painter of the Venetian school. His contemporaries both admired and criticised the speed with which he painted and the unprecedented boldness of his brushwork. For his phenomenal energy in painting he was termed il Furioso. His work is characterised by muscular figures, dramatic gestures and bold use of perspective, in the Mannerist style.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Tintoretto-selfport.jpg/330px-Tintoretto-selfport.jpg,Italy,1518,1594,Mannerism|Venetian School,The Last Supper|Miracle of the Slave|Paradise,https://en.wikipedia.org/wiki/Tintoretto
paolo-veronese,Paolo Veronese,"Paolo Caliari, known as Paolo Veronese, was an Italian Renaissance painter based in Venice, known for extremely large history paintings of religion and mythology, such as The Wedding at Cana (1563) and The Feast in the House of Levi (1573). Included with Titian, a generation older, and Tintoretto, a decade senior, Veronese is one of the ""great trio that dominated Venetian painting of the cinquecento"" and the Late Renaissance in the 16th century. Known as a supreme colorist, and after an early period with Mannerism, Paolo Veronese developed a naturalist style of painting, influenced by Titian.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Paolo_Veronese%2C_avtoportret.jpg/330px-Paolo_Veronese%2C_avtoportret.jpg,Italy,1528,1588,Renaissance|Venetian School,The Wedding at Cana|Feast in the House of Levi|The Family of Darius before Alexander,https://en.wikipedia.org/wiki/Paolo_Veronese
canaletto,Canaletto,"Giovanni Antonio Canal, commonly known as Canaletto, was an Italian painter from the Republic of Venice, considered an important member of the 18th-century Venetian school.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Giovanni_Antonio_Canal.jpg/330px-Giovanni_Antonio_Canal.jpg,Italy,1697,1768,Rococo|Vedutismo,The Stonemason's Yard|The Grand Canal in Venice|View of the Grand Canal,https://en.wikipedia.org/wiki/Canaletto
nicolas-poussin,Nicolas Poussin,"Nicolas Poussin was a leading painter of the classical French Baroque style, although he spent most of his working life in Rome. Most of his works were on religious and mythological subjects painted for a small group of Italian and French collectors. He returned to Paris for a brief period to serve as First Painter to the King under Louis XIII and Cardinal Richelieu, but soon returned to Rome and resumed his more traditional themes. In his later years he gave growing prominence to the landscape in his paintings. His work is characterized by clarity, logic, and order, and favors line over color. Until the 20th century he remained a major inspiration for such classically-oriented artists as Jacques-Louis David, Jean-Auguste-Dominique Ingres and Paul Cézanne.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Nicolas_Poussin_078.jpg/330px-Nicolas_Poussin_078.jpg,France,1594,1665,Classical Baroque,Et in Arcadia Ego|The Abduction of the Sabine Women|The Four Seasons,https://en.wikipedia.org/wiki/Nicolas_Poussin
jacques-louis-david,Jacques-Louis David,"Jacques-Louis David was a French painter in the Neoclassical style, considered to be the preeminent painter of the era. In the 1780s, his cerebral brand of history painting marked a change in taste away from Rococo frivolity toward classical austerity, severity, and heightened feeling, which harmonized with the moral climate of the final years of the Ancien Régime.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/David_Self_Portrait.jpg/330px-David_Self_Portrait.jpg,France,1748,1825,Neoclassicism,The Oath of the Horatii|The Death of Marat|Napoleon Crossing the Alps,https://en.wikipedia.org/wiki/Jacques-Louis_David
jean-auguste-dominique-ingres,Jean-Auguste-Dominique Ingres,"Jean-Auguste-Dominique Ingres was a French Neoclassical painter. Ingres was profoundly influenced by past artistic traditions and aspired to become the guardian of academic orthodoxy against the ascendant Romantic style. Although he considered himself a painter of history in the tradition of Nicolas Poussin and Jacques-Louis David, it is his portraits, both painted and drawn, that are recognized as his greatest legacy. His expressive distortions of form and space made him an important precursor of modern art, influencing Henri Matisse, Pablo Picasso, and other modernists.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Portrait_de_Jean-Auguste-Dominique_Ingres_%281780-1867%29%2C_peintre._PH10351_%28Cropped%29.jpg/330px-Portrait_de_Jean-Auguste-Dominique_Ingres_%281780-1867%29%2C_peintre._PH10351_%28Cropped%29.jpg,France,1780,1867,Neoclassicism,La Grande Odalisque|Napoleon I on His Imperial Throne|The Turkish Bath,https://en.wikipedia.org/wiki/Jean-Auguste-Dominique_Ingres
eugene-delacroix,Eugene Delacroix,Ferdinand Victor Eugène Delacroix was a French Romantic artist who was regarded as the leader of the French Romantic school.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/F%C3%A9lix_Nadar_1820-1910_portraits_Eug%C3%A8ne_Delacroix_restored.jpg/330px-F%C3%A9lix_Nadar_1820-1910_portraits_Eug%C3%A8ne_Delacroix_restored.jpg,France,1798,1863,Romanticism,Liberty Leading the People|The Death of Sardanapalus|Women of Algiers,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Delacroix
gustave-courbet,Gustave Courbet,"Jean Désiré Gustave Courbet was a French painter who led the Realism movement in 19th-century French painting. Committed to painting only what he could see, he rejected academic convention and the Romanticism of the previous generation of visual artists. His independence set an example that was important to later artists, such as the Impressionists and the Cubists. Courbet occupies an important place in 19th-century French painting as an innovator and as an artist willing to make bold social statements through his work.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Gustave_Courbet%2C_photograph_Atelier_Nadar%2C_c._1860s.jpg/330px-Gustave_Courbet%2C_photograph_Atelier_Nadar%2C_c._1860s.jpg,France,1819,1877,Realism,The Stone Breakers|A Burial at Ornans|The Origin of the World,https://en.wikipedia.org/wiki/Gustave_Courbet
